,id,current_age,retirement_age,birth_year,birth_month,gender,address,latitude,longitude,per_capita_income,yearly_income,total_debt,credit_score,num_credit_cards,fraud_count,chip_ratio,online_ratio,swipe_ratio,most_prefer,least_prefer,W_avg_min_amount,W_avg_max_amount,W_avg_mean_amount,W_avg_median_amount,W_avg_count_transaction,M_avg_min_amount,M_avg_max_amount,M_avg_mean_amount,M_avg_median_amount,M_avg_count_transaction,M_evg_unique_merchants,M_median_gap_sec,reissue_per_active_months,fraud_risk
10,192,27,66,1992,6,Male,888 Fifth Lane,38.65,-121.25,27548,56164,15224,761,2,,,,,Chip,Chip,,,,,,,,,,,,,,
11,640,29,63,1990,9,Female,8677 Littlewood Lane,40.42,-104.74,22427,45727,94016,629,1,,,,,Chip,Chip,,,,,,,,,,,,,,
12,1679,18,67,2002,1,Female,829 Fourth Boulevard,41.76,-71.48,33914,69149,89214,776,1,,,,,Chip,Chip,,,,,,,,,,,,,,
13,1094,34,62,1985,10,Male,74786 Jefferson Drive,44.75,-85.6,20325,41442,78833,712,3,9,0.42676720075400565,0.06861451460885956,0.5046182846371348,Swipe,Online,7.801245136186771,200.33737354085605,41.87625740848939,23.71579766536965,10.321011673151752,2.877372881355932,417.8233898305085,42.229324312261866,19.17614406779661,44.95762711864407,18.728813559322035,52860.0,0.01694915254237288,0
14,1590,48,62,1971,5,Female,781 East Street,29.45,-98.5,10059,20513,32509,599,1,,,,,Chip,Chip,,,,,,,,,,,,,,
15,1660,41,68,1978,4,Female,40 Washington Drive,36.73,-102.51,11342,23123,5079,723,6,3,0.39213747063913956,0.04104339226109532,0.5668191370997651,Swipe,Online,2.15079766536965,103.43264591439689,24.58894371874723,16.02577821011673,15.737354085603112,0.37601694915254236,153.93762711864406,24.362145956354773,13.748940677966102,68.55084745762711,24.364406779661017,26340.0,0.024307137284470346,0
16,1747,54,71,1966,1,Male,3994 Hillside Drive,32.15,-94.79,17898,36497,38333,719,6,,,,,Chip,Chip,,,,,,,,,,,,,,
17,153,76,71,1943,8,Female,172 Birch Street,35.29,-111.32,21950,27484,16803,660,4,19,0.41536670547147847,0.08614668218859138,0.49848661233993014,Swipe,Online,12.991284046692607,204.41029182879376,57.681527622191034,43.44519455252919,8.35603112840467,3.8318644067796614,395.1998305084746,57.37116056782664,37.54716101694915,36.398305084745765,22.779661016949152,54780.0,0.029688179052585834,1
18,429,22,68,1997,11,Male,8145 Spruce Boulevard,35.19,-80.83,26481,53995,89056,683,3,,,,,Chip,Chip,,,,,,,,,,,,,,
19,511,66,68,1953,10,Male,153 Tenth Lane,32.21,-110.88,17460,35602,55369,661,5,5,0.4215268105849582,0.10515320334261838,0.47331998607242337,Swipe,Online,1.748307392996109,237.34966926070038,42.82400243473018,27.67192607003891,44.70038910505836,1.2522033898305085,462.21423728813556,42.67999581970378,25.984957627118643,194.71186440677965,37.88135593220339,5820.0,0.01059322033898305,0
20,309,28,57,1991,8,Male,2473 Lake Avenue,32.07,-82.91,12321,25122,43205,819,3,,,,,Chip,Chip,,,,,,,,,,,,,,
21,777,18,65,2002,1,Male,970 Essex Drive,37.37,-122.21,106305,216740,0,700,2,,,,,Chip,Chip,,,,,,,,,,,,,,
22,1946,76,66,1943,6,Male,9186 Washington Avenue,41.47,-81.67,19524,41109,21486,698,2,10,0.449581589958159,0.07960251046025105,0.47081589958159,Swipe,Online,0.44357976653696496,190.79846303501947,30.127902409761074,16.560622568093386,18.59922178988327,0.3223728813559322,408.9532203389831,30.324643106528892,15.340508474576271,81.01694915254237,27.33050847457627,19740.0,0.024868018894137263,0
23,1674,70,64,1949,4,Male,5073 Wessex Avenue,35.49,-90.35,14172,26858,11245,712,2,9,0.42761421319796955,0.07736040609137056,0.4950253807106599,Swipe,Online,8.567879377431908,133.35392996108948,35.49063823111101,28.352266536964983,9.581712062256809,3.905677966101695,227.07313559322034,34.21947651405337,24.750593220338985,41.73728813559322,19.508474576271187,34560.0,0.01694915254237288,0
24,482,45,65,1975,1,Male,195 Eighth Boulevard,42.39,-122.93,17131,34929,63849,714,1,,,,,Chip,Chip,,,,,,,,,,,,,,
25,877,36,63,1983,8,Female,801 Mill Boulevard,33.44,-111.85,16829,34317,61826,610,3,5,0.42919609821728893,0.060432783944388384,0.5103711178383227,Swipe,Online,12.534688715953306,197.86130350194554,60.43310061264103,63.715953307392994,17.352140077821012,3.932372881355932,407.84499999999997,59.765048513332495,62.954406779661014,75.58474576271186,26.5,20130.0,0.013909358879882093,0
26,128,40,66,1979,4,Female,6914 Wessex Avenue,29.76,-95.38,15389,31377,59615,722,2,7,0.39788997739261495,0.0651846269781462,0.5369253956292389,Swipe,Online,2.0781128404669262,209.91112840466926,41.02384401843092,18.692859922178986,15.490272373540856,1.3788135593220339,348.5477966101695,40.66392457009941,14.88906779661017,67.47457627118644,28.06779661016949,16740.0,0.01694915254237288,0
27,775,37,58,1982,9,Male,776 Norfolk Boulevard,34.17,-118.46,21402,43638,104052,627,1,,,,,Chip,Chip,,,,,,,,,,,,,,
28,1536,41,67,1978,11,Male,2015 Bayview Avenue,36.15,-85.5,15955,32531,38260,766,2,,,,,Chip,Chip,,,,,,,,,,,,,,
29,140,37,72,1983,2,Female,108 Washington Street,36.28,-86.83,20657,42120,72801,739,4,15,0.353779657899577,0.23091778554349826,0.4153025565569248,Swipe,Online,2.31363813229572,173.87982490272373,26.538762700616164,18.576848249027236,21.155642023346303,1.6577118644067799,329.42525423728813,26.208650356907008,18.806525423728814,92.15254237288136,29.991525423728813,21660.0,0.013187027348490327,1
30,1884,18,64,2001,5,Male,660 Seventh Drive,39.98,-82.98,28092,57281,89114,850,1,,,,,Chip,Chip,,,,,,,,,,,,,,
31,1874,49,66,1970,9,Male,7505 Tenth Boulevard,25.77,-80.2,18828,38390,87923,783,4,0,0.39327385037748797,0.062113932738503776,0.5446122168840082,Swipe,Online,4.467081712062257,208.45908560311284,41.425169829746594,27.555856031128403,17.007782101167315,1.561779661016949,445.11762711864407,41.465556542284254,27.373432203389832,74.08474576271186,32.347457627118644,22860.0,0.01794616151545364,0
32,1310,33,69,1986,9,Female,4930 Birch Drive,33.92,-78.02,17498,35670,58182,751,2,,,,,Chip,Chip,,,,,,,,,,,,,,
33,1689,21,66,1998,9,Female,93 Plum Lane,41.29,-72.36,30281,61746,154817,637,2,,,,,Chip,Chip,,,,,,,,,,,,,,
34,379,47,65,1972,11,Female,837 Lincoln Avenue,30.68,-88.04,21331,43496,114563,765,3,9,0.45277729860272553,0.021994134897360705,0.5252285664999138,Swipe,Online,0.8349416342412452,224.47964980544745,23.5338257550745,7.916118677042801,45.11284046692607,0.5958474576271187,422.2971186440678,23.464449953959136,5.230889830508475,196.5084745762712,37.23728813559322,10500.0,0.015173527037933817,0
35,34,41,55,1978,8,Male,7467 Spruce Drive,38.48,-121.34,25431,51854,72162,737,2,5,0.45350432039500754,0.05067891921547113,0.4958167603895213,Swipe,Online,3.421964980544747,335.0607782101167,52.4688562428019,42.82466926070039,28.36964980544747,2.394237288135593,637.7166949152543,52.436656244577335,41.85114406779661,123.57627118644068,31.093220338983052,20160.0,0.01694915254237288,0
36,822,51,68,1968,4,Female,6323 Sussex Boulevard,32.61,-117.03,16942,34540,22641,793,5,14,0.2632161638527539,0.07196235815112095,0.6648214779961251,Swipe,Online,0.23778210116731519,175.58313229571985,33.50396142740454,15.381507782101167,14.058365758754864,0.17203389830508475,280.84237288135597,33.93678793621046,12.513813559322035,61.23728813559322,27.440677966101696,29340.0,0.040749708546318715,1
37,1499,46,62,1973,11,Male,8738 Fourth Street,41.97,-88.14,20248,41287,88151,662,1,5,0.5073044972787167,0.05872242910340877,0.4339730736178745,Chip,Online,11.937142857142858,163.40953246753247,45.62389920779545,39.36928571428571,9.067532467532468,10.76370786516854,307.8302247191011,49.76638935856338,42.955449438202244,39.2247191011236,21.730337078651687,45240.0,0.02247191011235955,0
38,1780,46,70,1973,10,Male,9344 Mill Drive,36.62,-121.82,18663,38054,63293,666,1,,,,,Chip,Chip,,,,,,,,,,,,,,
39,1806,59,62,1961,2,Female,299 11th Street,42.31,-71.64,39418,80371,108499,822,1,,,,,Chip,Chip,,,,,,,,,,,,,,
40,811,91,68,1929,2,Female,5492 Maple Drive,38.9,-94.68,51642,84694,2149,741,7,5,0.47739255472120146,0.046652819939287424,0.4759546253395111,Chip,Online,13.000505836575876,254.9965758754864,65.06545012878455,55.512305447470816,24.35408560311284,6.716271186440678,435.6416949152542,64.98312892970777,54.46932203389831,106.08474576271186,34.08474576271186,16320.0,0.01389454620010935,0
41,1844,79,72,1941,2,Male,829 Birch Boulevard,27.8,-97.39,23608,37503,14272,706,5,27,0.4202342289144769,0.0718433225076272,0.5079224485778959,Swipe,Online,4.631712062256809,187.07474708171205,30.352076268239472,12.224046692607004,19.768482490272373,2.2752542372881357,322.1088983050847,30.60496783405475,11.491016949152543,86.11016949152543,28.39830508474576,20760.0,0.012784793835104174,1
42,1852,57,75,1962,12,Male,41011 Seventh Boulevard,33.27,-111.94,32056,65357,21844,685,4,5,0.36569066092767744,0.15155462422835136,0.48275471484397126,Swipe,Online,5.205097276264592,333.6557976653696,39.96602887238389,18.46536964980545,34.35214007782101,2.638220338983051,593.9227966101695,40.15894953867664,18.296101694915254,149.635593220339,40.19491525423729,13350.0,0.024989472576060635,0
43,1231,26,52,1994,1,Female,613 Little Creek Lane,26.41,-81.42,10819,22066,38967,842,1,,,,,Chip,Chip,,,,,,,,,,,,,,
44,970,42,66,1977,11,Male,1942 Rose Avenue,29.1,-81.0,21916,44681,42011,770,3,11,0.11811688810383227,0.043621841640427005,0.8382612702557407,Swipe,Online,5.956303501945525,209.64643968871596,30.264058115092045,15.33921206225681,25.332684824902724,4.167542372881356,373.4183050847458,30.370551675354054,15.377669491525424,110.34745762711864,29.85593220338983,6420.0,0.014648033126293996,1
45,381,26,69,1994,2,Male,5101 Birch Lane,38.72,-90.47,25163,51306,68198,675,1,,,,,Chip,Chip,,,,,,,,,,,,,,
46,1134,18,59,2002,2,Female,7 11th Drive,29.45,-98.5,12677,25847,46379,568,1,,,,,Chip,Chip,,,,,,,,,,,,,,
47,1296,60,64,1959,11,Female,2468 Spruce Drive,28.7,-81.34,22896,46683,93126,788,5,15,0.2918049647047824,0.3661352905427516,0.342059744752466,Online,Chip,3.6532684824902724,185.23529182879378,27.61815854326151,18.81422178988327,41.61673151750973,2.5302542372881356,365.1311016949153,27.705732531528376,18.68652542372881,181.27966101694915,36.61864406779661,4980.0,0.013825191093386507,1
48,1880,61,66,1958,11,Male,8001 Essex Boulevard,43.06,-87.96,15487,31579,52419,771,3,5,0.20155670196397865,0.03466377047696624,0.7637795275590551,Swipe,Online,3.445486381322957,176.2027431906615,39.71516194476863,38.60254863813229,21.496108949416342,1.470593220338983,324.4026271186441,39.37594004125316,40.27483050847458,93.63559322033899,34.16101694915254,19020.0,0.018470230334637114,0
49,322,47,65,1972,10,Male,708 George Street,31.22,-84.21,13759,28055,12475,829,3,5,0.4117071579977173,0.07353660525028534,0.5147562367519974,Swipe,Online,0.559727626459144,115.8787159533074,19.376791581773702,7.368054474708171,11.931906614785992,0.3936440677966102,239.1322033898305,19.732487396829235,5.500127118644068,51.97457627118644,21.533898305084747,36600.0,0.0298179535467671,0
50,461,42,68,1977,12,Female,28 Hillside Boulevard,42.3,-83.48,32078,65403,80057,784,4,15,0.37867962274935696,0.021434695627322094,0.5998856816233209,Swipe,Online,2.511225680933852,231.2799027237354,37.01364648511837,26.440525291828795,40.8443579766537,1.8178813559322033,437.54644067796613,36.95476320988234,26.011398305084743,177.91525423728814,36.432203389830505,10740.0,0.029673671622824166,1
51,1165,55,73,1964,11,Female,446 Birch Drive,36.37,-84.12,13522,27572,59404,797,1,,,,,Chip,Chip,,,,,,,,,,,,,,
52,1448,48,70,1971,12,Female,578 Maple Avenue,35.05,-82.09,18899,38539,0,850,3,1,0.18517701555089885,0.5807874710488585,0.23403551340024265,Online,Chip,5.37023346303502,161.45375486381323,36.6738383930101,35.13360894941634,35.280155642023345,1.7273728813559324,269.7706779661017,36.66540582874808,35.12423728813559,153.67796610169492,30.26271186440678,6660.0,0.011299435028248588,0
53,1288,41,57,1978,7,Female,14 Valley Drive,38.47,-81.81,18666,38059,68220,634,2,14,0.2851402036077871,0.08689051616360065,0.6279692802286122,Swipe,Online,0.81284046692607,194.25836575875488,45.020950205009704,32.318608949416344,21.785992217898833,0.5307627118644068,370.3531355932203,44.92091886024781,31.044661016949153,94.89830508474576,26.771186440677965,13320.0,0.018126177024482108,1
54,1178,59,68,1960,11,Female,2475 Little Creek Boulevard,30.56,-97.86,25872,52754,38191,693,5,,,,,Chip,Chip,,,,,,,,,,,,,,
55,1391,45,59,1975,2,Male,9604 Catherine Drive,40.72,-73.86,25109,51196,67164,631,4,16,0.25512992727778033,0.40168604381861134,0.34318402890360833,Online,Chip,8.211420233463036,224.64079766536963,43.020637673386744,34.57000972762646,42.00194552529183,2.807033898305085,371.1413559322034,43.103431314844904,34.60542372881356,182.95762711864407,31.26271186440678,6780.0,0.027926412512382287,1
56,838,26,70,1993,7,Male,349 First Drive,33.78,-84.44,24382,49713,91776,763,1,,,,,Chip,Chip,,,,,,,,,,,,,,
57,54,21,68,1998,4,Female,7914 Essex Boulevard,41.66,-83.58,21660,44160,134173,696,3,,,,,Chip,Chip,,,,,,,,,,,,,,
58,1452,46,59,1973,5,Female,524 Ocean Drive,29.76,-95.38,95039,193773,241571,660,1,7,0.2904799370574351,0.03005507474429583,0.6794649881982691,Swipe,Online,7.703073929961089,607.3074319066149,37.63417489404728,21.029601167315175,49.45525291828794,4.925508474576271,1284.3705084745764,37.321394019461906,18.280084745762714,215.42372881355934,31.406779661016948,840.0,0.01694915254237288,0
59,1602,41,66,1979,2,Female,2079 Maple Drive,40.38,-77.88,14650,29864,44902,717,2,2,0.2631166797180893,0.10441138084051162,0.6324719394413991,Swipe,Online,17.174025974025973,138.06787878787878,52.82009453117162,45.583387445887446,8.292207792207792,7.886037735849056,196.68386792452833,52.20615767683186,39.2186320754717,36.14150943396226,21.867924528301888,49860.0,0.02599357687675632,0
60,1938,22,67,1997,7,Male,295 Valley Drive,29.45,-98.5,28135,57367,115418,795,2,,,,,Chip,Chip,,,,,,,,,,,,,,
61,1492,63,58,1957,2,Female,2883 Ocean View Boulevard,47.32,-121.99,32697,56635,13015,786,8,18,0.43062988884314535,0.09370111156854673,0.47566899958830794,Swipe,Online,4.66943579766537,244.75571984435797,40.12406338819609,26.31311284046693,23.6284046692607,3.312542372881356,439.17127118644066,40.11032543152253,26.627203389830505,102.92372881355932,34.69491525423729,17640.0,0.032278278710022576,1
62,688,44,67,1975,3,Male,5125 Elm Drive,41.31,-111.96,23165,47227,151030,760,4,16,0.19885837704412218,0.020518358531317494,0.7806232644245603,Swipe,Online,1.6378068410462776,202.78162977867203,34.15367037984788,24.034718309859155,26.08450704225352,1.1419298245614036,358.7054385964912,34.12220232198735,22.081184210526317,113.71929824561404,29.385964912280702,16440.0,0.018086032728386194,1
63,749,22,68,1997,10,Male,4098 Park Drive,32.75,-97.33,12051,24574,80667,674,3,,,,,Chip,Chip,,,,,,,,,,,,,,
64,643,29,65,1991,1,Female,892 Spruce Street,40.69,-73.75,21283,43397,42168,697,2,8,0.48884710708486456,0.04803008289889753,0.46312281001623795,Chip,Online,1.7544468085106384,147.7232765957447,26.888745763907032,19.420010638297875,24.895744680851063,1.251574074074074,291.51796296296294,26.916060370699057,18.232222222222223,108.3425925925926,36.51851851851852,13620.0,0.018518518518518517,0
65,1219,28,72,1991,6,Female,9977 Oak Avenue,38.68,-76.17,28497,58105,70254,688,3,6,0.4442768054717361,0.07020720177026755,0.4855159927579964,Swipe,Online,2.100650406504065,271.2757926829268,68.3498814891205,65.82429878048781,20.20731707317073,1.1765486725663716,497.98964601769916,68.26449695034174,67.13951327433628,87.98230088495575,30.601769911504423,18600.0,0.010674778761061947,0
66,1198,82,67,1937,6,Male,79 South Boulevard,29.5,-97.44,15092,10869,1820,820,2,8,0.15481992154998217,0.653512421252823,0.1916676571971948,Online,Chip,2.8599610894941634,189.26356031128404,38.31678955395698,36.25604085603113,32.735408560311285,1.972457627118644,331.33830508474574,38.27895698374243,36.34262711864407,142.59322033898306,29.923728813559322,13260.0,0.064030131826742,0
67,898,90,66,1929,6,Female,145 River Drive,40.59,-75.47,12427,19893,1712,566,3,4,0.2587981196798374,0.0796595095921738,0.6615423707279888,Swipe,Online,2.736420233463035,117.44278210116732,24.873408588575767,15.654951361867704,15.313229571984436,1.9098305084745761,186.6663559322034,24.861954949498834,13.601228813559322,66.70338983050847,25.906779661016948,27360.0,0.01667577911427009,0
68,882,63,65,1956,8,Male,7605 Essex Boulevard,40.39,-82.47,18019,36743,71719,612,2,1,0.34088050314465407,0.13547169811320756,0.5236477987421384,Swipe,Online,5.183910505836576,185.53322957198444,32.69793823987584,16.78637159533074,15.46692607003891,3.4995762711864407,363.93440677966106,32.695847542226666,14.662161016949153,67.37288135593221,25.991525423728813,28200.0,0.017246506095747842,0
69,348,49,70,1970,7,Female,480 Seventh Lane,40.22,-74.76,22747,46377,79980,719,3,6,0.40093330740812755,0.08283103247132025,0.5162356601205522,Swipe,Online,11.519066147859922,181.48824902723737,52.25118127157713,45.72387159533074,10.005836575875486,3.501186440677966,300.38186440677964,49.47068552051482,41.399915254237285,43.58474576271186,20.694915254237287,36150.0,0.03581137906080698,0
70,633,36,69,1983,10,Female,5506 Fifth Boulevard,33.88,-118.27,24611,50179,110515,743,1,1,0.31535982814178304,0.11987110633727176,0.5647690655209452,Swipe,Online,15.235953307392995,245.59931906614787,79.75625396319096,72.35574902723737,9.056420233463035,5.071101694915254,434.7883898305085,77.44337247955396,71.04444915254237,39.44915254237288,22.60169491525424,43410.0,0.01694915254237288,0
71,1493,30,65,1989,11,Male,136 Spruce Street,38.22,-122.55,26748,54537,121987,765,4,9,0.4690289063540695,0.05008658585320368,0.4808845077927268,Swipe,Online,17.18861788617886,244.2266666666667,83.69638603043984,88.43711382113821,15.258130081300813,5.319734513274336,453.9028318584071,81.42163064940263,86.56814159292036,66.43362831858407,19.23008849557522,19950.0,0.010881135422826729,0
72,1161,23,66,1996,12,Male,306 First Drive,28.68,-81.51,24155,49255,6557,823,2,,,,,Chip,Chip,,,,,,,,,,,,,,
73,217,42,65,1977,10,Male,272 Burns Boulevard,41.77,-87.82,15221,31031,21853,744,7,15,0.36785880167208546,0.04096609382257315,0.5911751045053414,Swipe,Online,5.693443579766536,164.56392996108949,35.45167623811788,27.765486381322955,20.943579766536963,1.4846610169491525,298.8702542372882,35.446249547456695,27.93135593220339,91.22881355932203,33.601694915254235,25560.0,0.044195862942578455,1
74,1877,65,66,1955,1,Male,190 Sixth Drive,32.92,-96.45,34659,70673,87605,714,4,11,0.45203227734608487,0.05678421996413628,0.49118350268977884,Swipe,Online,8.053774319066148,262.3160894941634,72.1168035067997,63.27643968871595,26.038910505836576,3.964745762711864,498.9736440677966,71.99966540397587,63.15245762711864,113.42372881355932,32.96610169491525,18120.0,0.01694915254237288,1
75,668,87,57,1932,10,Female,8569 Wessex Boulevard,33.52,-86.79,13263,16342,1758,747,5,17,0.36532443146254956,0.039919326796021976,0.5947562417414285,Swipe,Online,1.0148054474708172,147.9060700389105,22.61767967260421,14.798122568093385,27.974708171206224,0.49796610169491523,245.5921186440678,22.633849249639514,14.672838983050847,121.85593220338983,33.720338983050844,9120.0,0.015361123835700107,1
76,533,22,65,1997,9,Male,385 Lexington Boulevard,32.71,-102.65,15183,30961,42597,677,1,,,,,Chip,Chip,,,,,,,,,,,,,,
77,203,58,67,1961,3,Female,407 Park Lane,32.9,-80.93,14864,30305,23392,776,3,16,0.13784461152882205,0.06349206349206349,0.7986633249791144,Swipe,Online,9.60647859922179,167.28342412451363,47.46619768334472,48.50643968871596,11.64396887159533,3.7584745762711864,298.7872033898305,46.641173414732535,47.68588983050848,50.720338983050844,23.661016949152543,31800.0,0.012185665226542594,1
78,1738,30,68,1989,3,Male,5142 Little Creek Street,35.67,-97.41,33736,68784,198417,696,4,,,,,Chip,Chip,,,,,,,,,,,,,,
79,713,25,71,1994,8,Female,224 Mountain View Boulevard,48.19,-114.38,17040,34745,26503,691,4,,,,,Chip,Chip,,,,,,,,,,,,,,
80,1631,18,67,2001,11,Female,4735 Fifth Avenue,30.44,-91.12,31741,64715,174664,740,3,,,,,Chip,Chip,,,,,,,,,,,,,,
81,1487,59,69,1961,2,Female,4793 North Street,40.69,-80.01,39464,80464,76261,727,3,23,0.4423728813559322,0.0549306625577812,0.5026964560862865,Swipe,Online,12.740486381322956,439.96463035019457,88.08600599056906,80.79749027237355,25.252918287937742,4.970508474576271,979.0389830508475,87.95298086589935,80.88580508474575,110.0,37.61864406779661,13140.0,0.011299435028248588,1
82,1265,18,67,2002,2,Female,72 El Camino Boulevard,40.43,-79.97,24400,49748,23161,748,1,,,,,Chip,Chip,,,,,,,,,,,,,,
83,370,61,58,1958,11,Male,381 Fifth Lane,34.07,-117.62,16113,41904,12545,655,4,10,0.4482506400097525,0.04388638303059856,0.5078629769596489,Swipe,Online,3.7965175097276265,165.47540856031128,31.684400523151464,17.715262645914397,15.959143968871595,1.2845762711864408,345.07254237288134,31.931589870335404,16.097881355932202,69.51694915254237,28.93220338983051,31230.0,0.01315947487649772,0
84,1014,54,70,1965,9,Female,393 Mountain View Lane,33.6,-117.82,96516,196784,437533,729,3,,,,,Chip,Chip,,,,,,,,,,,,,,
85,290,27,66,1992,3,Female,293 Wessex Street,42.4,-83.6,49458,100837,61377,687,2,,,,,Chip,Chip,,,,,,,,,,,,,,
86,985,32,65,1987,6,Male,7276 Fourth Drive,42.8,-83.71,25334,51654,95454,600,4,2,0.45166444740346207,0.03861517976031957,0.5097203728362184,Swipe,Online,9.80535019455253,256.4032879377432,86.62682024123077,78.24410505836576,21.91634241245136,1.115084745762712,426.4245762711864,85.87389435206711,73.42703389830508,95.46610169491525,30.584745762711865,15000.0,0.015955089947253035,0
87,135,64,69,1955,6,Female,327 Lafayette Boulevard,39.72,-82.59,18680,38088,51679,691,2,6,0.14131558542258982,0.6883561643835616,0.17032825019384853,Online,Chip,13.331906614785993,209.7368093385214,48.03251363228107,47.09889105058366,30.108949416342412,5.290423728813559,461.41228813559326,47.834154842952415,46.931737288135594,131.15254237288136,25.11864406779661,8340.0,0.017733835530445698,0
88,307,18,69,2001,8,Male,2846 Lake Avenue,30.23,-92.81,18082,36866,0,680,2,,,,,Chip,Chip,,,,,,,,,,,,,,
89,1783,52,70,1967,9,Male,2093 Ocean Street,37.78,-122.24,18443,37607,63689,749,5,7,0.4395651065998471,0.04247005860868088,0.517964834791472,Swipe,Online,1.4624319066147862,155.82848249027236,24.21270307668825,9.295807392996108,22.904669260700388,1.063728813559322,260.68254237288136,24.053402261905344,7.541610169491525,99.77118644067797,31.771186440677965,12000.0,0.023289391086001254,0
90,1321,49,66,1970,10,Female,981 Fifth Boulevard,40.26,-103.79,16910,34480,58795,696,1,,,,,Chip,Chip,,,,,,,,,,,,,,
91,1511,43,66,1977,1,Male,18 Norfolk Boulevard,43.07,-89.38,23680,48279,114254,719,2,17,0.4486076811717619,0.034488631525163925,0.5169036873030741,Swipe,Online,2.320622568093385,174.9029766536965,37.09157110435397,27.772879377431906,22.846303501945524,1.715593220338983,266.75457627118647,36.9538042818992,26.37063559322034,99.51694915254237,33.33898305084746,10860.0,0.00847457627118644,1
