,id,current_age,retirement_age,birth_year,birth_month,gender,address,latitude,longitude,per_capita_income,yearly_income,total_debt,credit_score,num_credit_cards,fraud_count,chip_ratio,online_ratio,swipe_ratio,most_prefer,least_prefer,W_avg_min_amount,W_avg_max_amount,W_avg_mean_amount,W_avg_median_amount,W_avg_count_transaction,M_avg_min_amount,M_avg_max_amount,M_avg_mean_amount,M_avg_median_amount,M_avg_count_transaction,M_evg_unique_merchants,M_median_gap_sec,reissue_per_active_months,min_days_until_fraud,max_years_since_last_pin_change,fraud_risk
10,1660,41,68,1978,4,Female,40 Washington Drive,36.73,-102.51,11342,23123,5079,723,6,3.0,0.3914564536917694,0.0427177315411526,0.5658258147670779,Swipe,Online,3.0559338521400776,91.94589494163424,24.992859698714764,18.07326848249027,10.56614785992218,0.77,129.26745762711863,24.82561862295552,14.533686440677965,46.02542372881356,19.661016949152543,26340.0,0.024307137284470346,3137.0,9,0
11,153,76,71,1943,8,Female,172 Birch Street,35.29,-111.32,21950,27484,16803,660,4,19.0,0.4026019690576652,0.0910689170182841,0.5063291139240507,Swipe,Online,18.6076171875,169.49453125,58.21369420721423,46.66884765625,5.5546875,4.71957627118644,338.7316949152542,57.458631028641726,38.57610169491525,24.10169491525424,17.14406779661017,54780.0,0.029688179052585834,1597.0,11,1
12,511,66,68,1953,10,Male,153 Tenth Lane,32.21,-110.88,17460,35602,55369,661,5,5.0,0.4272929187353018,0.1042592108701332,0.4684478703945649,Swipe,Online,2.0804280155642023,199.91136186770427,43.05132959573661,29.55847276264592,29.782101167315176,1.374152542372881,375.2823728813559,42.92178023868048,26.72228813559322,129.72881355932202,32.91525423728814,5820.0,0.01059322033898305,3041.0,10,0
13,1946,76,66,1943,6,Male,9186 Washington Avenue,41.47,-81.67,19524,41109,21486,698,2,10.0,0.4471924093949292,0.0774615025664955,0.4753460880385752,Swipe,Online,0.4875486381322957,154.20546692607005,29.490583751174576,17.408414396887157,12.507782101167315,0.3558474576271186,335.5003389830509,29.655099942628578,15.07457627118644,54.483050847457626,21.584745762711865,19740.0,0.024868018894137263,470.0,5,0
14,1674,70,64,1949,4,Male,5073 Wessex Avenue,35.49,-90.35,14172,26858,11245,712,2,9.0,0.4283536585365853,0.0777439024390243,0.4939024390243902,Swipe,Online,11.73027450980392,113.93180039138944,34.57207842814937,29.844510763209392,6.418786692759295,4.693559322033899,201.03949152542373,33.94682384813646,24.86580508474576,27.79661016949153,15.11864406779661,34560.0,0.01694915254237288,4889.0,11,0
15,877,36,63,1983,8,Female,801 Mill Boulevard,33.44,-111.85,16829,34317,61826,610,3,5.0,0.4224844313339888,0.0603080957063257,0.5172074729596854,Swipe,Online,17.028501945525292,170.9046692607004,60.23266788572976,62.994134241245135,11.8715953307393,5.211949152542373,339.57313559322034,59.64169647702801,63.63525423728814,51.71186440677966,21.906779661016948,20130.0,0.013909358879882093,1033.0,8,0
16,128,40,66,1979,4,Female,6914 Wessex Avenue,29.76,-95.38,15389,31377,59615,722,2,7.0,0.3990610328638497,0.0670422535211267,0.5338967136150234,Swipe,Online,2.703035019455253,181.589766536965,41.32658769228768,21.134299610894946,10.359922178988327,1.4701694915254235,313.5807627118644,41.11210818067217,15.407669491525423,45.1271186440678,22.55084745762712,16740.0,0.01694915254237288,1250.0,5,0
17,140,37,72,1983,2,Female,108 Washington Street,36.28,-86.83,20657,42120,72801,739,4,15.0,0.3609862416564501,0.2295327612041956,0.4094809971393543,Swipe,Online,2.752568093385214,144.76091439688716,26.116034241553248,18.489717898832684,14.282101167315176,1.8466101694915256,287.8516101694915,25.947843221515637,18.67796610169492,62.21186440677966,24.67796610169492,21660.0,0.013187027348490327,1657.0,10,1
18,1874,49,66,1970,9,Male,7505 Tenth Boulevard,25.77,-80.2,18828,38390,87923,783,4,0.0,0.3940954342602128,0.0604188122210779,0.5454857535187092,Swipe,Online,6.422140077821012,166.74145914396888,41.824274291305926,27.607392996108956,11.334630350194551,2.11271186440678,328.80881355932206,41.60009287582685,27.368983050847454,49.3728813559322,25.864406779661017,22860.0,0.01794616151545364,11770.5,12,0
19,379,47,65,1972,11,Female,837 Lincoln Avenue,30.68,-88.04,21331,43496,114563,765,3,9.0,0.4488083034341363,0.0230010251153254,0.5281906714505382,Swipe,Online,0.9399416342412452,192.4921011673152,23.55242184001064,9.546177042801556,30.36575875486381,0.6595762711864407,377.2942372881356,23.528966267116477,5.840381355932203,132.27118644067798,32.059322033898304,10500.0,0.015173527037933817,3235.0,11,0
20,34,41,55,1978,8,Male,7467 Spruce Drive,38.48,-121.34,25431,51854,72162,737,2,5.0,0.4551724137931034,0.051419878296146,0.4934077079107505,Swipe,Online,3.9763813229571983,277.2038715953308,53.00875488351259,43.49543774319066,19.182879377431902,2.681694915254237,540.5431355932203,52.95556125832915,42.3464406779661,83.55932203389831,25.88135593220339,20160.0,0.01694915254237288,1861.0,9,0
21,822,51,68,1968,4,Female,6323 Sussex Boulevard,32.61,-117.03,16942,34540,22641,793,5,14.0,0.2622091804653113,0.0744078809473904,0.6633829385872982,Swipe,Online,0.5552334630350194,148.7901945525292,34.42306168863136,18.5375,9.282101167315176,0.1909322033898305,259.564406779661,34.763684603863595,13.530296610169492,40.432203389830505,21.906779661016948,29340.0,0.040749708546318715,2012.0,12,1
22,1499,46,62,1973,11,Male,8738 Fourth Street,41.97,-88.14,20248,41287,88151,662,1,5.0,0.501917341286749,0.0600766936514699,0.438005965061781,Chip,Online,16.90546875,136.00130208333334,43.90775550534534,38.7390234375,6.111979166666667,11.423932584269664,262.8506741573034,48.94893726674322,43.09443820224719,26.370786516853933,16.808988764044944,45240.0,0.02247191011235955,2055.0,7,0
23,811,91,68,1929,2,Female,5492 Maple Drive,38.9,-94.68,51642,84694,2149,741,7,5.0,0.4741083066714066,0.0472804834696054,0.478611209858988,Swipe,Online,15.91079766536965,217.83250972762647,64.95203888130892,56.39114785992218,16.41828793774319,8.054152542372881,378.981186440678,65.05597027622956,54.73262711864407,71.51694915254237,28.54237288135593,16320.0,0.01389454620010935,1907.0,8,0
24,1844,79,72,1941,2,Male,829 Birch Boulevard,27.8,-97.39,23608,37503,14272,706,5,27.0,0.4178928781636256,0.072248381400824,0.5098587404355504,Swipe,Online,5.300778210116731,156.81013618677042,29.883643961868657,13.223910505836576,13.221789883268482,2.726101694915254,273.576779661017,29.841206335046877,11.55186440677966,57.59322033898305,23.203389830508478,20760.0,0.012784793835104174,1842.0,12,1
25,1852,57,75,1962,12,Male,41011 Seventh Boulevard,33.27,-111.94,32056,65357,21844,685,4,5.0,0.3638900634249471,0.1495137420718816,0.4865961945031712,Swipe,Online,6.155564202334631,277.9250583657588,40.22780356857415,19.2052140077821,23.005836575875488,3.087372881355932,522.0099152542373,40.37740112623303,18.354110169491523,100.21186440677968,34.09322033898305,13350.0,0.024989472576060635,2083.0,15,0
26,970,42,66,1977,11,Male,1942 Rose Avenue,29.1,-81.0,21916,44681,42011,770,3,11.0,0.121948437143509,0.0447182295231576,0.8333333333333334,Swipe,Online,6.464007782101167,179.10782101167314,30.09859661429471,15.697441634241244,17.054474708171206,4.580677966101695,323.2925423728813,30.293160242352695,15.414957627118644,74.28813559322033,25.135593220338983,6420.0,0.014648033126293996,2420.0,7,1
27,1296,60,64,1959,11,Female,2468 Spruce Drive,28.7,-81.34,22896,46683,93126,788,5,15.0,0.2938792621576299,0.3636808272778088,0.3424399105645612,Online,Chip,4.078540856031128,155.9560700389105,27.78670922011409,19.0816439688716,27.844357976653697,2.826864406779661,318.0053389830508,27.871285038255763,18.766059322033897,121.28813559322032,31.1271186440678,4980.0,0.013825191093386507,1675.0,12,1
28,1880,61,66,1958,11,Male,8001 Essex Boulevard,43.06,-87.96,15487,31579,52419,771,3,5.0,0.1975106004650526,0.0366570920530707,0.7658323074818766,Swipe,Online,4.777918287937743,148.78482490272373,39.37453595348779,37.68777237354085,14.22373540856031,1.7443220338983052,276.17974576271183,39.116729711923206,39.72360169491525,61.95762711864407,28.74576271186441,19020.0,0.018470230334637114,4307.0,11,0
29,322,47,65,1972,10,Male,708 George Street,31.22,-84.21,13759,28055,12475,829,3,5.0,0.4147644487615347,0.0711510441962117,0.5140845070422535,Swipe,Online,1.0284046692607005,97.69863813229571,20.03877622826837,8.797548638132294,8.011673151750973,0.4257627118644068,205.26050847457628,20.258193471355696,5.625677966101695,34.898305084745765,16.5,36600.0,0.0298179535467671,5491.0,9,0
30,461,42,68,1977,12,Female,28 Hillside Boulevard,42.3,-83.48,32078,65403,80057,784,4,15.0,0.3785149854061365,0.0207161671531287,0.6007688474407347,Swipe,Online,2.897762645914397,197.52056420233464,37.16660080790502,27.13962062256809,27.328793774319067,2.0255932203389837,376.2890677966102,37.03591198130078,26.179957627118647,119.04237288135592,31.033898305084747,10740.0,0.029673671622824166,1012.0,9,1
31,1448,48,70,1971,12,Female,578 Maple Avenue,35.05,-82.09,18899,38539,0,850,3,1.0,0.1875827814569536,0.5832781456953643,0.2291390728476821,Online,Chip,6.830778210116732,142.37976653696498,36.70911678216633,35.15322957198443,23.50194552529183,2.9433898305084747,236.0191525423729,36.77268317866102,35.15610169491526,102.3728813559322,24.38135593220339,6660.0,0.011299435028248588,3534.0,8,0
32,1288,41,57,1978,7,Female,14 Valley Drive,38.47,-81.81,18666,38059,68220,634,2,14.0,0.2773899033297529,0.0875402792696025,0.6350698174006445,Swipe,Online,1.389727626459144,162.72856031128404,44.68176777499865,33.605856031128404,14.490272373540856,0.5910169491525423,295.47110169491526,44.4161104026858,31.990169491525425,63.11864406779661,21.779661016949152,13320.0,0.018126177024482108,2752.0,8,1
33,1391,45,59,1975,2,Male,9604 Catherine Drive,40.72,-73.86,25109,51196,67164,631,4,16.0,0.2521816807531093,0.4016354016354016,0.346182917611489,Online,Chip,10.13525291828794,193.16784046692607,42.99473708196024,34.549951361867706,28.31322957198444,3.7809322033898303,323.7218644067797,43.09757743111674,34.596313559322034,123.33050847457628,27.033898305084747,6780.0,0.027926412512382287,2796.0,10,1
34,1452,46,59,1973,5,Female,524 Ocean Drive,29.76,-95.38,95039,193773,241571,660,1,7.0,0.2906403940886699,0.0299671592775041,0.6793924466338259,Swipe,Online,8.67955252918288,495.313093385214,37.83403705741455,25.39663424124514,33.175097276264594,5.41271186440678,1147.3172033898304,37.71763953877005,19.36296610169492,144.5084745762712,25.033898305084747,840.0,0.01694915254237288,3059.0,6,0
35,1602,41,66,1979,2,Female,2079 Maple Drive,40.38,-77.88,14650,29864,44902,717,2,2.0,0.260149783208514,0.102089081592432,0.637761135199054,Swipe,Online,23.096004366812224,121.97993464052288,52.6121854901332,47.65421568627451,5.52723311546841,9.880943396226415,190.1124528301887,52.297679366905534,40.308443396226416,23.933962264150946,16.62264150943396,49860.0,0.02599357687675632,1872.0,6,0
36,1492,63,58,1957,2,Female,2883 Ocean View Boulevard,47.32,-121.99,32697,56635,13015,786,8,18.0,0.4327940639824839,0.0923245347281352,0.4748814012893808,Swipe,Online,5.210583657587549,196.88457198443575,39.41581142966581,26.303054474708173,15.994163424124514,3.752881355932203,362.29661016949154,39.68887803142587,26.62542372881356,69.66949152542372,28.61864406779661,17640.0,0.032278278710022576,1336.0,10,1
37,688,44,67,1975,3,Male,5125 Elm Drive,41.31,-111.96,23165,47227,151030,760,4,16.0,0.1992416408135126,0.0187291738480983,0.782029185338389,Swipe,Online,1.939959758551308,168.5099195171026,33.65986576477865,24.19844064386318,17.51106639839034,1.2305263157894737,318.7926315789473,33.68518853679255,22.48964912280702,76.34210526315789,23.99122807017544,16440.0,0.018086032728386194,2066.0,9,1
38,643,29,65,1991,1,Female,892 Spruce Street,40.69,-73.75,21283,43397,42168,697,2,8.0,0.4899552143314139,0.0493921944977607,0.4606525911708253,Chip,Online,2.120468085106383,124.56214893617022,26.82647884574724,20.01472340425532,16.627659574468087,1.399074074074074,246.68222222222224,27.011935397517693,18.89759259259259,72.36111111111111,30.83333333333333,13620.0,0.018518518518518517,1961.0,9,0
39,1219,28,72,1991,6,Female,9977 Oak Avenue,38.68,-76.17,28497,58105,70254,688,3,6.0,0.4429591371715023,0.0713960200516481,0.4856448427768494,Swipe,Online,3.697154471544716,226.965162601626,68.56481145730852,65.49860772357724,13.380081300813009,1.3746902654867257,404.0016814159292,68.19033649207991,68.32110619469026,58.2566371681416,25.31858407079646,18600.0,0.010674778761061947,1404.0,9,0
40,1198,82,67,1937,6,Male,79 South Boulevard,29.5,-97.44,15092,10869,1820,820,2,8.0,0.1549283312688019,0.6574942488055211,0.1875774199256768,Online,Chip,3.978463035019456,158.9691634241245,38.33972225845121,36.12795719844358,21.988326848249027,2.17,293.9356779661017,38.28855601288427,36.34292372881356,95.77966101694916,23.364406779661017,13260.0,0.064030131826742,5909.0,9,0
41,898,90,66,1929,6,Female,145 River Drive,40.59,-75.47,12427,19893,1712,566,3,4.0,0.2575729068673565,0.076763875823142,0.6656632173095014,Swipe,Online,3.226945525291829,103.6060700389105,25.20722583765569,17.23750972762646,10.34046692607004,2.15,171.5986440677966,25.101249258170085,14.31834745762712,45.04237288135593,21.059322033898304,27360.0,0.01667577911427009,3147.0,7,0
42,882,63,65,1956,8,Male,7605 Essex Boulevard,40.39,-82.47,18019,36743,71719,612,2,1.0,0.3402277039848197,0.1343453510436432,0.525426944971537,Swipe,Online,5.925778210116731,163.50484435797665,34.19243215572817,19.633463035019457,10.252918287937744,3.846949152542373,327.7178813559322,33.791749025706515,15.345974576271187,44.66101694915254,20.864406779661017,28200.0,0.017246506095747842,3711.0,11,0
43,348,49,70,1970,7,Female,480 Seventh Lane,40.22,-74.76,22747,46377,79980,719,3,6.0,0.4094328703703703,0.0801504629629629,0.5104166666666666,Swipe,Online,18.55686888454012,154.2334375,52.1806294504378,48.266298828125,6.75,4.890338983050847,268.7591525423729,49.04888896563168,40.55093220338984,29.28813559322034,16.1864406779661,36150.0,0.03581137906080698,720.0,7,0
44,633,36,69,1983,10,Female,5506 Fifth Boulevard,33.88,-118.27,24611,50179,110515,743,1,1.0,0.3202949663353639,0.1189483808913113,0.5607566527733248,Swipe,Online,22.680117647058825,211.2139607843137,81.41832215420744,75.30483333333332,6.115686274509804,5.927033898305084,376.835593220339,78.51323548402563,72.53622881355932,26.43220338983051,17.347457627118644,43410.0,0.01694915254237288,2448.0,10,0
45,1493,30,65,1989,11,Male,136 Spruce Street,38.22,-122.55,26748,54537,121987,765,4,9.0,0.4651810584958217,0.0491444488658973,0.4856744926382809,Swipe,Online,24.37878048780488,212.17711382113825,83.01525362075593,87.57314024390244,10.215447154471544,7.187433628318583,384.1921238938053,80.74457073258371,85.4937610619469,44.47787610619469,15.070796460176991,19950.0,0.010881135422826729,2608.0,7,0
46,217,42,65,1977,10,Male,272 Burns Boulevard,41.77,-87.82,15221,31031,21853,744,7,15.0,0.3708286985539488,0.0400444938820912,0.58912680756396,Swipe,Online,7.605175097276264,142.62206225680936,35.35166532954545,27.815398832684824,13.992217898832685,2.03,264.0827966101695,35.421764223470866,27.549915254237288,60.94915254237288,27.94915254237288,25560.0,0.044195862942578455,1850.0,9,1
47,1877,65,66,1955,1,Male,190 Sixth Drive,32.92,-96.45,34659,70673,87605,714,4,11.0,0.4483102493074792,0.0537396121883656,0.4979501385041551,Swipe,Online,10.303677042801556,228.7989688715953,72.58061787149245,63.7958560311284,17.558365758754864,4.674322033898306,428.32957627118645,72.39266828723119,63.43885593220339,76.48305084745763,27.440677966101696,18120.0,0.01694915254237288,3479.0,12,1
48,668,87,57,1932,10,Female,8569 Wessex Boulevard,33.52,-86.79,13263,16342,1758,747,5,17.0,0.3657392935292279,0.0396999062206939,0.5945608002500782,Swipe,Online,1.228249027237354,127.41836575875486,22.723232590603665,15.169280155642024,18.671206225680933,0.6589830508474577,222.86898305084748,22.73756117969201,14.436610169491525,81.33050847457628,28.23728813559322,9120.0,0.015361123835700107,3518.0,13,1
49,203,58,67,1961,3,Female,407 Park Lane,32.9,-80.93,14864,30305,23392,776,3,16.0,0.1365998515219005,0.0648354367730759,0.7985647117050235,Swipe,Online,14.6268093385214,143.9879766536965,48.20171245119094,49.40941634241245,7.861867704280155,4.666779661016949,255.05025423728813,47.2721594095212,48.46127118644068,34.24576271186441,18.610169491525426,31800.0,0.012185665226542594,1372.0,9,1
50,1487,59,69,1961,2,Female,4793 North Street,40.69,-80.01,39464,80464,76261,727,3,23.0,0.4419761656832118,0.0538007636237417,0.5042230706930464,Swipe,Online,16.357217898832687,345.93842412451363,88.58623192381233,80.57349221789883,16.815175097276263,6.045254237288136,763.1448305084746,88.21926800275328,80.80004237288136,73.2457627118644,31.110169491525426,13140.0,0.011299435028248588,273.0,11,1
51,370,61,58,1958,11,Male,381 Fifth Lane,34.07,-117.62,16113,41904,12545,655,4,10.0,0.4461928015916079,0.0421414360643877,0.5116657623440043,Swipe,Online,5.20476653696498,131.3868093385214,31.78630200928504,18.96839494163424,10.756809338521402,1.490762711864407,276.7016101694915,31.748427132812783,16.22584745762712,46.85593220338984,23.466101694915253,31230.0,0.01315947487649772,3567.0,9,0
52,985,32,65,1987,6,Male,7276 Fourth Drive,42.8,-83.71,25334,51654,95454,600,4,2.0,0.4515831134564644,0.0379947229551451,0.5104221635883905,Swipe,Online,14.64988326848249,225.10422178988327,85.77466166287839,80.11640077821012,14.747081712062256,2.3341525423728813,356.30432203389825,85.07191548333799,73.74444915254237,64.23728813559322,25.15254237288136,15000.0,0.015955089947253035,1899.0,9,0
53,135,64,69,1955,6,Female,327 Lafayette Boulevard,39.72,-82.59,18680,38088,51679,691,2,6.0,0.1448422271542989,0.6857087715912381,0.169449001254463,Online,Chip,16.56896887159533,169.97480544747083,47.944753661855934,46.98392996108949,20.16147859922179,6.658813559322034,364.8727966101695,47.73400941970602,46.81966101694916,87.82203389830508,19.39830508474576,8340.0,0.017733835530445698,631.0,9,0
54,1783,52,70,1967,9,Male,2093 Ocean Street,37.78,-122.24,18443,37607,63689,749,5,7.0,0.4415649767266323,0.0441564976726632,0.5142785256007045,Swipe,Online,1.614396887159533,131.83342412451364,24.071822735241323,10.920992217898831,15.464980544747082,1.1610169491525424,222.5929661016949,23.94752754324285,7.832161016949153,67.36440677966101,26.17796610169492,12000.0,0.023289391086001254,3817.0,11,0
55,1511,43,66,1977,1,Male,18 Norfolk Boulevard,43.07,-89.38,23680,48279,114254,719,2,17.0,0.4457693771406825,0.0327286566028161,0.5215019662565014,Swipe,Online,2.743657587548638,147.3934630350195,36.7080214318912,28.04296692607004,15.336575875486382,1.8313559322033897,232.9022033898305,36.50047736033162,27.05305084745763,66.80508474576271,27.94915254237288,10860.0,0.00847457627118644,829.0,12,1
56,900,36,65,1983,7,Male,977 Littlewood Avenue,30.17,-85.67,16133,32896,69800,735,2,24.0,0.3694921583271098,0.0853248693054518,0.5451829723674384,Swipe,Online,2.912023346303502,168.35451361867703,39.54812998686929,27.25065175097276,10.42023346303502,1.731949152542373,325.131779661017,39.48619840245511,26.043855932203392,45.389830508474574,23.728813559322035,31380.0,0.01702158481819499,524.0,10,1
57,233,37,64,1982,12,Female,896 Rose Street,44.96,-93.26,23278,47464,83591,716,1,6.0,0.5403879204517554,0.0542597593911122,0.4053523201571323,Chip,Online,16.584493827160493,185.70945679012345,71.3683160896114,64.09904938271605,10.056790123456793,5.0522580645161295,314.07032258064515,71.13062160011488,60.06623655913978,43.795698924731184,20.107526881720432,28020.0,0.021505376344086023,2206.0,7,0
58,1069,54,69,1965,9,Male,3683 Fifth Street,35.3,-81.03,22487,45852,114746,615,2,7.0,0.2446821591048813,0.3007500307389647,0.4545678101561539,Swipe,Chip,2.937237354085603,145.58756809338522,33.23948224578968,27.59751945525292,15.82295719844358,2.077457627118644,270.9748305084745,33.22477540279579,27.859957627118643,68.92372881355932,21.016949152542374,22680.0,0.012938861985472155,131.0,9,0
59,180,33,67,1986,7,Female,0 Elm Street,33.53,-112.18,13024,26556,43042,840,2,10.0,0.167103694874851,0.2112038140643623,0.6216924910607866,Swipe,Chip,9.377918287937744,127.63025291828794,36.453153391009984,20.514046692607003,8.16147859922179,4.862288135593221,219.34974576271188,36.629246328643184,17.913050847457626,35.55084745762712,20.24576271186441,29700.0,0.01694915254237288,1425.0,10,0
60,996,63,67,1956,11,Female,2302 Catherine Lane,26.02,-80.16,19712,40194,107765,738,6,29.0,0.3498322147651007,0.0339299030574198,0.6162378821774795,Swipe,Online,1.2623540856031128,223.27404669260704,41.80139334956398,17.256040856031127,20.8715953307393,0.8565254237288136,391.8019491525424,41.52497343292024,16.43406779661017,90.91525423728814,26.10169491525424,6600.0,0.013769168684422923,921.0,8,1
61,1981,48,65,1972,1,Male,8975 Littlewood Boulevard,26.63,-81.99,19274,39303,23650,702,7,28.0,0.4069829424307036,0.1111407249466951,0.4818763326226012,Swipe,Online,11.175380116959063,154.7222807017544,45.37630898437705,43.149035087719305,7.313840155945419,2.890762711864407,301.50076271186435,44.89196692226047,43.23449152542373,31.79661016949153,18.466101694915253,21960.0,0.01854469290909969,429.0,12,1
62,870,63,64,1956,3,Female,1389 Park Lane,38.64,-76.9,35114,71593,132181,821,3,5.0,0.0480422462648119,0.0558990211231324,0.8960587326120556,Swipe,Chip,0.901614785992218,238.8145525291829,43.50194629149611,15.230632295719843,15.105058365758754,0.666271186440678,439.8059322033898,43.78577950662247,9.785720338983053,65.79661016949153,27.110169491525426,14400.0,0.04938570531790871,3167.0,11,0
63,16,75,67,1944,12,Male,2890 Eighth Lane,41.88,-87.84,15451,22158,19101,681,5,6.0,0.3442265795206972,0.1546840958605664,0.5010893246187363,Swipe,Online,14.532996108949416,178.8710505836576,56.68833863952279,48.72642023346304,8.929961089494164,5.1771186440677965,333.37101694915253,56.30184922261736,47.73618644067796,38.898305084745765,23.78813559322034,25200.0,0.08290010919622086,689.0,14,0
64,46,62,66,1957,6,Male,20 Littlewood Boulevard,40.66,-73.84,26481,53996,98211,632,4,27.0,0.3896021556506578,0.0518307180218735,0.5585671263274687,Swipe,Online,8.640155642023347,239.01122568093385,45.66206308438108,23.29410505836576,12.27431906614786,5.8024576271186445,511.19330508474576,45.50556763279004,17.87063559322034,53.46610169491525,24.39830508474576,17280.0,0.018527112137017923,582.0,13,1
65,697,56,73,1964,1,Female,889 Martin Luther King Avenue,35.72,-78.84,32485,66230,90248,742,3,8.0,0.3589560243117626,0.243117626027887,0.3979263496603504,Swipe,Online,20.50590725806452,242.0716935483871,85.0652166029535,63.06614919354839,5.639112903225806,7.067652173913043,470.6304347826087,84.05785833969061,52.69882608695652,24.321739130434786,17.026086956521738,50160.0,0.23592662871600253,114.0,9,0
66,1269,56,56,1963,10,Male,336 Rose Avenue,41.83,-87.68,25365,36335,28929,676,2,5.0,0.3350200295171832,0.2605945604048071,0.4043854100780097,Swipe,Online,1.2290856031128403,228.7690272373541,41.68810448684733,27.345719844357976,18.455252918287936,0.7853389830508475,394.7672033898305,41.54524767607176,28.36487288135593,80.38983050847457,24.305084745762716,9660.0,0.051952837140751655,2909.0,11,0
